,MVP - 1.5X Points,Flex_1,Flex_2,Flex_3,Flex_4,Salary,original index
170,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-41235:Jake Elliott,41364-27771:Cody Latimer,58500,170
171,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-41235:Jake Elliott,41364-27771:Cody Latimer,58500,171
172,41364-29780:Zach Ertz,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-41235:Jake Elliott,41364-27771:Cody Latimer,58500,172
173,41364-41235:Jake Elliott,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-27771:Cody Latimer,58500,173
174,41364-27771:Cody Latimer,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-41235:Jake Elliott,41364-70324:Carson Wentz,58500,174
175,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-83074:Dallas Goedert,41364-28157:Bennie Fowler III,58500,175
176,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-83074:Dallas Goedert,41364-28157:Bennie Fowler III,58500,176
177,41364-29780:Zach Ertz,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-83074:Dallas Goedert,41364-28157:Bennie Fowler III,58500,177
178,41364-83074:Dallas Goedert,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-28157:Bennie Fowler III,58500,178
179,41364-28157:Bennie Fowler III,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-83074:Dallas Goedert,41364-70324:Carson Wentz,58500,179
180,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-83074:Dallas Goedert,41364-27771:Cody Latimer,58000,180
181,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-83074:Dallas Goedert,41364-27771:Cody Latimer,58000,181
182,41364-29780:Zach Ertz,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-83074:Dallas Goedert,41364-27771:Cody Latimer,58000,182
183,41364-83074:Dallas Goedert,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-27771:Cody Latimer,58000,183
184,41364-27771:Cody Latimer,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-83074:Dallas Goedert,41364-70324:Carson Wentz,58000,184
185,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-70496:Aldrick Rosas,41364-64907:JJ Arcega-Whiteside,60000,185
186,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-70496:Aldrick Rosas,41364-64907:JJ Arcega-Whiteside,60000,186
187,41364-29780:Zach Ertz,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-70496:Aldrick Rosas,41364-64907:JJ Arcega-Whiteside,60000,187
188,41364-70496:Aldrick Rosas,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-64907:JJ Arcega-Whiteside,60000,188
189,41364-64907:JJ Arcega-Whiteside,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-70496:Aldrick Rosas,41364-70324:Carson Wentz,60000,189
190,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-70496:Aldrick Rosas,41364-40434:Greg Ward,58500,190
191,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-70496:Aldrick Rosas,41364-40434:Greg Ward,58500,191
192,41364-29780:Zach Ertz,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-70496:Aldrick Rosas,41364-40434:Greg Ward,58500,192
193,41364-70496:Aldrick Rosas,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-40434:Greg Ward,58500,193
194,41364-40434:Greg Ward,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-70496:Aldrick Rosas,41364-70324:Carson Wentz,58500,194
195,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-70496:Aldrick Rosas,41364-28157:Bennie Fowler III,58500,195
196,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-70496:Aldrick Rosas,41364-28157:Bennie Fowler III,58500,196
197,41364-29780:Zach Ertz,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-70496:Aldrick Rosas,41364-28157:Bennie Fowler III,58500,197
198,41364-70496:Aldrick Rosas,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-28157:Bennie Fowler III,58500,198
199,41364-28157:Bennie Fowler III,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-70496:Aldrick Rosas,41364-70324:Carson Wentz,58500,199
200,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-70496:Aldrick Rosas,41364-27771:Cody Latimer,58000,200
201,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-70496:Aldrick Rosas,41364-27771:Cody Latimer,58000,201
202,41364-29780:Zach Ertz,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-70496:Aldrick Rosas,41364-27771:Cody Latimer,58000,202
203,41364-70496:Aldrick Rosas,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-27771:Cody Latimer,58000,203
204,41364-27771:Cody Latimer,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-70496:Aldrick Rosas,41364-70324:Carson Wentz,58000,204
205,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-71806:Kaden Smith,41364-64907:JJ Arcega-Whiteside,59500,205
206,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-71806:Kaden Smith,41364-64907:JJ Arcega-Whiteside,59500,206
207,41364-29780:Zach Ertz,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-71806:Kaden Smith,41364-64907:JJ Arcega-Whiteside,59500,207
208,41364-71806:Kaden Smith,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-64907:JJ Arcega-Whiteside,59500,208
209,41364-64907:JJ Arcega-Whiteside,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-71806:Kaden Smith,41364-70324:Carson Wentz,59500,209
210,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-71806:Kaden Smith,41364-40434:Greg Ward,58000,210
211,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-71806:Kaden Smith,41364-40434:Greg Ward,58000,211
212,41364-29780:Zach Ertz,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-71806:Kaden Smith,41364-40434:Greg Ward,58000,212
213,41364-71806:Kaden Smith,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-40434:Greg Ward,58000,213
214,41364-40434:Greg Ward,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-71806:Kaden Smith,41364-70324:Carson Wentz,58000,214
215,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-71806:Kaden Smith,41364-28157:Bennie Fowler III,58000,215
216,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-71806:Kaden Smith,41364-28157:Bennie Fowler III,58000,216
217,41364-29780:Zach Ertz,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-71806:Kaden Smith,41364-28157:Bennie Fowler III,58000,217
218,41364-71806:Kaden Smith,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-28157:Bennie Fowler III,58000,218
219,41364-28157:Bennie Fowler III,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-71806:Kaden Smith,41364-70324:Carson Wentz,58000,219
220,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-71806:Kaden Smith,41364-27771:Cody Latimer,57500,220
221,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-71806:Kaden Smith,41364-27771:Cody Latimer,57500,221
222,41364-29780:Zach Ertz,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-71806:Kaden Smith,41364-27771:Cody Latimer,57500,222
223,41364-71806:Kaden Smith,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-27771:Cody Latimer,57500,223
224,41364-27771:Cody Latimer,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-71806:Kaden Smith,41364-70324:Carson Wentz,57500,224
225,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-64907:JJ Arcega-Whiteside,41364-28157:Bennie Fowler III,57500,225
226,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-64907:JJ Arcega-Whiteside,41364-28157:Bennie Fowler III,57500,226
227,41364-29780:Zach Ertz,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-64907:JJ Arcega-Whiteside,41364-28157:Bennie Fowler III,57500,227
228,41364-64907:JJ Arcega-Whiteside,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-28157:Bennie Fowler III,57500,228
229,41364-28157:Bennie Fowler III,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-64907:JJ Arcega-Whiteside,41364-70324:Carson Wentz,57500,229
230,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-64907:JJ Arcega-Whiteside,41364-27771:Cody Latimer,57000,230
231,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-64907:JJ Arcega-Whiteside,41364-27771:Cody Latimer,57000,231
232,41364-29780:Zach Ertz,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-64907:JJ Arcega-Whiteside,41364-27771:Cody Latimer,57000,232
233,41364-64907:JJ Arcega-Whiteside,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-27771:Cody Latimer,57000,233
234,41364-27771:Cody Latimer,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-64907:JJ Arcega-Whiteside,41364-70324:Carson Wentz,57000,234
235,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-40434:Greg Ward,41364-28157:Bennie Fowler III,56000,235
236,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-40434:Greg Ward,41364-28157:Bennie Fowler III,56000,236
237,41364-29780:Zach Ertz,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-40434:Greg Ward,41364-28157:Bennie Fowler III,56000,237
238,41364-40434:Greg Ward,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-28157:Bennie Fowler III,56000,238
239,41364-28157:Bennie Fowler III,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-40434:Greg Ward,41364-70324:Carson Wentz,56000,239
240,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-40434:Greg Ward,41364-27771:Cody Latimer,55500,240
241,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-40434:Greg Ward,41364-27771:Cody Latimer,55500,241
242,41364-29780:Zach Ertz,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-40434:Greg Ward,41364-27771:Cody Latimer,55500,242
243,41364-40434:Greg Ward,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-27771:Cody Latimer,55500,243
244,41364-27771:Cody Latimer,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-40434:Greg Ward,41364-70324:Carson Wentz,55500,244
245,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-28157:Bennie Fowler III,41364-27771:Cody Latimer,55500,245
246,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-29780:Zach Ertz,41364-28157:Bennie Fowler III,41364-27771:Cody Latimer,55500,246
247,41364-29780:Zach Ertz,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-28157:Bennie Fowler III,41364-27771:Cody Latimer,55500,247
248,41364-28157:Bennie Fowler III,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-70324:Carson Wentz,41364-27771:Cody Latimer,55500,248
249,41364-27771:Cody Latimer,41364-21980:Alshon Jeffery,41364-29780:Zach Ertz,41364-28157:Bennie Fowler III,41364-70324:Carson Wentz,55500,249
250,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-11485:Golden Tate,41364-27771:Cody Latimer,60000,250
251,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-71845:Miles Sanders,41364-11485:Golden Tate,41364-27771:Cody Latimer,60000,251
252,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-11485:Golden Tate,41364-27771:Cody Latimer,60000,252
253,41364-11485:Golden Tate,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-70324:Carson Wentz,41364-27771:Cody Latimer,60000,253
254,41364-27771:Cody Latimer,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-11485:Golden Tate,41364-70324:Carson Wentz,60000,254
255,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-40434:Greg Ward,59500,255
256,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-40434:Greg Ward,59500,256
257,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-27477:Sterling Shepard,41364-40434:Greg Ward,59500,257
258,41364-27477:Sterling Shepard,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-70324:Carson Wentz,41364-40434:Greg Ward,59500,258
259,41364-40434:Greg Ward,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-70324:Carson Wentz,59500,259
260,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-28157:Bennie Fowler III,59500,260
261,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-28157:Bennie Fowler III,59500,261
262,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-27477:Sterling Shepard,41364-28157:Bennie Fowler III,59500,262
263,41364-27477:Sterling Shepard,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-70324:Carson Wentz,41364-28157:Bennie Fowler III,59500,263
264,41364-28157:Bennie Fowler III,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-70324:Carson Wentz,59500,264
265,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-27771:Cody Latimer,59000,265
266,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-27771:Cody Latimer,59000,266
267,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-27477:Sterling Shepard,41364-27771:Cody Latimer,59000,267
268,41364-27477:Sterling Shepard,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-70324:Carson Wentz,41364-27771:Cody Latimer,59000,268
269,41364-27771:Cody Latimer,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-27477:Sterling Shepard,41364-70324:Carson Wentz,59000,269
270,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-40434:Greg Ward,59000,270
271,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-40434:Greg Ward,59000,271
272,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-63819:Darius Slayton,41364-40434:Greg Ward,59000,272
273,41364-63819:Darius Slayton,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-70324:Carson Wentz,41364-40434:Greg Ward,59000,273
274,41364-40434:Greg Ward,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-70324:Carson Wentz,59000,274
275,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-28157:Bennie Fowler III,59000,275
276,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-28157:Bennie Fowler III,59000,276
277,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-63819:Darius Slayton,41364-28157:Bennie Fowler III,59000,277
278,41364-63819:Darius Slayton,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-70324:Carson Wentz,41364-28157:Bennie Fowler III,59000,278
279,41364-28157:Bennie Fowler III,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-70324:Carson Wentz,59000,279
280,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-27771:Cody Latimer,58500,280
281,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-27771:Cody Latimer,58500,281
282,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-63819:Darius Slayton,41364-27771:Cody Latimer,58500,282
283,41364-63819:Darius Slayton,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-70324:Carson Wentz,41364-27771:Cody Latimer,58500,283
284,41364-27771:Cody Latimer,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-63819:Darius Slayton,41364-70324:Carson Wentz,58500,284
285,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-41235:Jake Elliott,41364-28157:Bennie Fowler III,58500,285
286,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-71845:Miles Sanders,41364-41235:Jake Elliott,41364-28157:Bennie Fowler III,58500,286
287,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-41235:Jake Elliott,41364-28157:Bennie Fowler III,58500,287
288,41364-41235:Jake Elliott,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-70324:Carson Wentz,41364-28157:Bennie Fowler III,58500,288
289,41364-28157:Bennie Fowler III,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-41235:Jake Elliott,41364-70324:Carson Wentz,58500,289
290,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-41235:Jake Elliott,41364-27771:Cody Latimer,58000,290
291,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-71845:Miles Sanders,41364-41235:Jake Elliott,41364-27771:Cody Latimer,58000,291
292,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-41235:Jake Elliott,41364-27771:Cody Latimer,58000,292
293,41364-41235:Jake Elliott,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-70324:Carson Wentz,41364-27771:Cody Latimer,58000,293
294,41364-27771:Cody Latimer,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-41235:Jake Elliott,41364-70324:Carson Wentz,58000,294
295,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-83074:Dallas Goedert,41364-71806:Kaden Smith,60000,295
296,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-71845:Miles Sanders,41364-83074:Dallas Goedert,41364-71806:Kaden Smith,60000,296
297,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-83074:Dallas Goedert,41364-71806:Kaden Smith,60000,297
298,41364-83074:Dallas Goedert,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-70324:Carson Wentz,41364-71806:Kaden Smith,60000,298
299,41364-71806:Kaden Smith,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-83074:Dallas Goedert,41364-70324:Carson Wentz,60000,299
300,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-83074:Dallas Goedert,41364-28157:Bennie Fowler III,58000,300
301,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-71845:Miles Sanders,41364-83074:Dallas Goedert,41364-28157:Bennie Fowler III,58000,301
302,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-83074:Dallas Goedert,41364-28157:Bennie Fowler III,58000,302
303,41364-83074:Dallas Goedert,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-70324:Carson Wentz,41364-28157:Bennie Fowler III,58000,303
304,41364-28157:Bennie Fowler III,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-83074:Dallas Goedert,41364-70324:Carson Wentz,58000,304
305,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-83074:Dallas Goedert,41364-27771:Cody Latimer,57500,305
306,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-71845:Miles Sanders,41364-83074:Dallas Goedert,41364-27771:Cody Latimer,57500,306
307,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-83074:Dallas Goedert,41364-27771:Cody Latimer,57500,307
308,41364-83074:Dallas Goedert,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-70324:Carson Wentz,41364-27771:Cody Latimer,57500,308
309,41364-27771:Cody Latimer,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-83074:Dallas Goedert,41364-70324:Carson Wentz,57500,309
310,41364-70324:Carson Wentz,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-70496:Aldrick Rosas,41364-71806:Kaden Smith,60000,310
311,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-71845:Miles Sanders,41364-70496:Aldrick Rosas,41364-71806:Kaden Smith,60000,311
312,41364-71845:Miles Sanders,41364-21980:Alshon Jeffery,41364-70324:Carson Wentz,41364-70496:Aldrick Rosas,41364-71806:Kaden Smith,60000,312
313,41364-70496:Aldrick Rosas,41364-21980:Alshon Jeffery,41364-71845:Miles Sanders,41364-70324:Carson Wentz,41364-71806:Kaden Smith,60000,313
